Slime ID, Wave Number, Fitness Pool, Min Path Distance To Sheep, Total Path Distance,Sheep Distance Fitness, Alive Time Fitness, Percentage Of Path Completed Fitness, Average Lifetime Fitness,Parent One, Parent Two, Main Type, Secondary Type,Main Resistance Gene, Main Resistance Trait, Secondary Resistance Gene, Secondary Resistance Trait, Tower Attraction Gene, Tower Attraction Trait, Slime Optimal Distance Gene, Slime Optimal Distance Trait, Speed Gene, Speed Trait, Turn Rate Gene, Turn Rate Trait, Time Alive After Increased Alignment Strength,
272, 10, 0, 74.79254, 74.79254, 659.6955, 3.402823E+38, 0, 29.11825, 258,67,Blaster,Basic,0.55,0.55,0.35,0.35,-2.603351,2.123963,3.7384,2.440135,7.095179,6.324263,-0.3275311,0.3106534,0,
273, 10, 0, 128.4059, 128.4059, 386.3811, 3.402823E+38, 0, 29.97749, 26,248,Acid,Shock,0.55,0.55,0.35,0.35,-1.723409,2.191947,2.319805,1.370397,3.690481,4.048026,-0.1100506,0.3210544,0,
274, 10, 0, 119.8398, 119.8398, 413.7711, 3.402823E+38, 0, 36.99802, 40,59,Blaster,Basic,0.55,0.55,0.35,0.35,5.919774,8.528204,0.7943249,0.6895603,2.896046,3.618806,0.3992449,0.3471655,0,
275, 10, 0, 80.49567, 80.49567, 613.5295, 3.402823E+38, 0, 13.66802, 18,89,Shock,Basic,0.55,0.55,0.35,0.35,-0.6176588,2.33177,2.507466,1.485187,9.579832,8.169708,0.05302628,0.3291435,0,
276, 10, 0, 102.1787, 102.1787, 484.596, 3.402823E+38, 0, 12.07004, 31,209,Ice,Basic,0.55,0.55,0.35,0.35,0.03690678,2.457877,-0.2613901,0.4185872,10.40291,8.749872,-0.7369379,0.2922329,0,
277, 10, 0, 72.42017, 72.42017, 681.0118, 3.402823E+38, 0, 17.20873, 40,54,Blaster,Ice,0.55,0.55,0.35,0.35,-2.679413,2.119359,-1.482382,0.2317596,7.420301,6.565986,5.296272,0.7406227,0,
278, 10, 0, 124.2561, 124.2561, 399.1821, 3.402823E+38, 0, 33.07584, 207,21,Basic,Ice,0.55,0.55,0.35,0.35,-2.780481,2.113504,2.319805,1.370397,4.942935,4.812649,0.3544267,0.3447664,0,
279, 10, 0, 102.039, 102.039, 485.2532, 3.402823E+38, 0, 29.80654, 130,188,Blaster,Basic,0.55,0.55,0.35,0.35,0.7486924,2.648521,-4.627215,0.04900005,5.600574,5.252518,2.129738,0.4558946,0,
280, 10, 0, 115.0797, 115.0797, 430.7387, 3.402823E+38, 0, 29.32278, 195,70,Blaster,Acid,0.55,0.55,0.35,0.35,-2.780481,2.113504,-1.656591,0.212838,4.549168,4.561286,1.49765,0.4124279,0,
281, 10, 0, 114.298, 114.298, 433.6588, 3.402823E+38, 0, 18.05801, 17,56,Basic,Basic,0.55,0.55,0.35,0.35,-2.106809,2.158675,0.8738623,0.715534,2.996635,3.670655,-2.191718,0.2378748,0,
282, 10, 0, 128.3121, 128.3121, 386.6613, 3.402823E+38, 0, 14.84149, 36,104,Shock,Basic,0.55,0.55,0.35,0.35,3.937979,4.899632,-1.515209,0.2280727,2.996635,3.670655,2.103952,0.4540338,0,
283, 10, 0, 112.6598, 112.6598, 439.9094, 3.402823E+38, 0, 17.43779, 153,183,Fire,Basic,0.55,0.55,0.35,0.35,-0.7110295,2.316829,-3.312535,0.09412427,3.239722,3.798958,-0.6540483,0.2958431,0,
284, 10, 0, 87.83631, 87.83631, 562.8329, 3.402823E+38, 0, 18.24577, 232,60,Blaster,Acid,0.55,0.55,0.35,0.35,-0.7110295,2.316829,-3.074293,0.1059055,5.459422,5.156139,4.965563,0.7060018,0,
285, 10, 0, 41.37236, 41.37236, 1180.015, 3.402823E+38, 0, 33.75809, 222,42,Blaster,Blaster,0.55,0.55,0.35,0.35,1.493798,2.93039,-0.967151,0.2978319,9.140337,7.849507,0.3544267,0.3447664,0,
286, 10, 0, 126.7688, 126.7688, 391.3318, 3.402823E+38, 0, 34.54774, 142,205,Fire,Basic,0.55,0.55,0.35,0.35,2.967453,3.868129,1.07303,0.7845798,4.417482,4.479394,1.52291,0.4140799,0,
287, 10, 0, 123.8522, 123.8522, 400.4736, 3.402823E+38, 0, 34.97503, 223,57,Acid,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,-1.656591,0.212838,4.449233,4.499037,1.49765,0.4124279,0,
288, 10, 0, 130.978, 130.978, 378.8512, 3.402823E+38, 0, 41.97388, 64,62,Laser,Ice,0.55,0.55,0.35,0.35,-1.781315,2.18651,2.152733,1.27457,2.996635,3.670655,2.103952,0.4540338,0,
289, 10, 0, 75.58016, 75.58016, 652.9106, 3.402823E+38, 0, 23.74203, 0,147,Ice,Basic,0.55,0.55,0.35,0.35,-2.106809,2.158675,0.8738623,0.715534,11.0078,9.155244,5.296272,0.7406227,0,
290, 10, 0, 130.043, 130.043, 381.5542, 3.402823E+38, 0, 12.54895, 68,46,Ice,Shock,0.55,0.55,0.35,0.35,1.401448,2.889901,-5.909119,0.02587276,3.084759,3.716676,-5.316709,0.165709,0,
291, 10, 0, 107.307, 107.307, 461.6506, 3.402823E+38, 0, 12.906, 57,8,Acid,Blaster,0.55,0.55,0.35,0.35,3.877278,4.822736,0.5536315,0.6161909,7.542801,6.657474,1.49765,0.4124279,0,
292, 10, 0, 124.9364, 124.9364, 397.0258, 3.402823E+38, 0, 33.654, 6,70,Blaster,Acid,0.55,0.55,0.35,0.35,-2.780481,2.113504,-1.656591,0.212838,4.942935,4.812649,1.49765,0.4124279,0,
293, 10, 0, 131.4339, 131.4339, 377.5469, 3.402823E+38, 0, 44.20603, 24,36,Blaster,Basic,0.55,0.55,0.35,0.35,-2.629707,2.122348,1.990282,1.186937,2.519135,3.431019,1.377224,0.4046476,0,
294, 10, 0, 132.4015, 132.4015, 374.8083, 3.402823E+38, 0, 42.94682, 160,185,Basic,Acid,0.55,0.55,0.35,0.35,-1.723409,2.191947,1.035277,0.7710401,2.965372,3.654462,3.688813,0.5824541,0,
295, 10, 0, 110.164, 110.164, 449.7859, 3.402823E+38, 0, 19.34321, 250,17,Ice,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,1.76769,1.075365,4.601589,4.594194,1.49765,0.4124279,0,
296, 10, 0, 98.07581, 98.07581, 504.664, 3.402823E+38, 0, 17.36325, 40,234,Basic,Laser,0.55,0.55,0.35,0.35,-0.7110295,2.316829,-0.2613901,0.4185872,5.607088,5.25699,3.688813,0.5824541,0,
297, 10, 0, 102.693, 102.693, 482.1926, 3.402823E+38, 0, 11.19225, 285,208,Fire,Basic,0.55,0.55,0.35,0.35,-2.13238,2.156672,0.7943249,0.6895603,9.027442,7.766373,0.7146735,0.3646209,0,
298, 10, 0, 113.6416, 113.6416, 436.1418, 3.402823E+38, 0, 9.985515, 57,3,Acid,Acid,0.55,0.55,0.35,0.35,1.742101,3.04822,-4.246753,0.05920615,8.356354,7.267089,-4.197452,0.1859655,0,
299, 10, 0, 82.90699, 82.90699, 595.8979, 3.402823E+38, 0, 23.94623, 23,71,Blaster,Basic,0.55,0.55,0.35,0.35,0.9644017,2.72025,4.437014,3.139982,4.601589,4.594194,-1.921487,0.2467668,0,
0, 11, 0, 128.2986, 128.2986, 386.7019, 3.402823E+38, 0, 15.04486, 94,39,Fire,Basic,0.55,0.55,0.35,0.35,0.6389718,2.614752,-3.064226,0.1064342,2.455757,3.400449,2.666203,0.4963199,0,
1, 11, 0, 129.7394, 129.7394, 382.4401, 3.402823E+38, 0, 13.89194, 147,53,Basic,Basic,0.55,0.55,0.35,0.35,2.390618,3.42678,2.362347,1.395748,3.367993,3.868367,-0.936336,0.2837893,0,
2, 11, 0, 131.9667, 131.9667, 376.034, 3.402823E+38, 0, 17.98114, 31,33,Basic,Basic,0.55,0.55,0.35,0.35,-0.6176588,2.33177,4.217947,2.908981,9.579832,8.169708,0.05302628,0.3291435,0,
3, 11, 0, 78.68921, 78.68921, 627.4375, 3.402823E+38, 0, 43.53784, 61,35,Fire,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,1.76769,1.075365,4.601589,4.594194,-4.159492,0.1867477,0,
4, 11, 0, 82.76916, 82.76916, 596.8784, 3.402823E+38, 0, 40.01708, 50,35,Ice,Basic,0.55,0.55,0.35,0.35,-3.477527,2.08021,1.76769,1.075365,4.601589,4.594194,-4.159492,0.1867477,0,
5, 11, 0, 88.91118, 88.91118, 556.1044, 3.402823E+38, 0, 22.41836, 2,11,Blaster,Ice,0.55,0.55,0.35,0.35,3.568534,4.458663,-1.768739,0.2014656,8.054358,7.040768,3.064893,0.52849,0,
6, 11, 0, 93.78654, 93.78654, 527.501, 3.402823E+38, 0, 33.2972, 67,120,Basic,Ice,0.55,0.55,0.35,0.35,2.967453,3.868129,-4.890415,0.04298389,4.417482,4.479394,3.015455,0.5244024,0,
7, 11, 0, 72.1035, 72.1035, 683.9618, 3.402823E+38, 0, 36.73704, 69,27,Blaster,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,1.897154,1.139087,6.382564,5.803185,-2.497289,0.2284199,0,
8, 11, 0, 92.96872, 92.96872, 532.092, 3.402823E+38, 0, 27.03335, 19,9,Blaster,Ice,0.55,0.55,0.35,0.35,-2.603351,2.123963,1.897154,1.139087,6.382564,5.803185,-1.906959,0.2472595,0,
9, 11, 0, 92.78552, 92.78552, 533.1313, 3.402823E+38, 0, 33.21705, 28,36,Ice,Basic,0.55,0.55,0.35,0.35,2.967453,3.868129,-1.768739,0.2014656,4.417482,4.479394,3.064893,0.52849,0,
10, 11, 0, 103.1814, 103.1814, 479.9319, 3.402823E+38, 0, 20.24289, 59,20,Blaster,Blaster,0.55,0.55,0.35,0.35,3.877278,4.822736,1.07303,0.7845798,3.014977,3.680187,0.07226491,0.3301144,0,
11, 11, 0, 107.0329, 107.0329, 462.8218, 3.402823E+38, 0, 16.4419, 6,23,Blaster,Basic,0.55,0.55,0.35,0.35,-3.50082,2.079285,-3.074293,0.1059055,4.942935,4.812649,3.688813,0.5824541,0,
12, 11, 0, 103.7222, 103.7222, 477.4537, 3.402823E+38, 0, 9.654265, 70,58,Blaster,Basic,0.55,0.55,0.35,0.35,-0.9154263,2.286402,0.7943249,0.6895603,10.231,8.63118,-5.010022,0.1707502,0,
13, 11, 0, 84.84621, 84.84621, 582.4369, 3.402823E+38, 0, 53.74687, 193,95,Blaster,Basic,0.55,0.55,0.35,0.35,5.996079,8.713904,-3.074293,0.1059055,2.996635,3.670655,3.945711,0.6059346,0,
14, 11, 0, 25.41138, 25.41138, 1893.123, 3.402823E+38, 0, 45.3076, 257,28,Blaster,Blaster,0.55,0.55,0.35,0.35,0.03690678,2.457877,-4.455538,0.05336849,4.722796,4.670945,2.666203,0.4963199,0,
15, 11, 0, 81.20238, 81.20238, 608.2549, 3.402823E+38, 0, 40.39764, 21,44,Basic,Laser,0.55,0.55,0.35,0.35,-2.780481,2.113504,2.319805,1.370397,4.942935,4.812649,-3.487438,0.2017684,0,
16, 11, 0, 80.53776, 80.53776, 613.2128, 3.402823E+38, 0, 41.00889, 20,70,Acid,Blaster,0.55,0.55,0.35,0.35,-2.780481,2.113504,-1.656591,0.212838,3.239722,3.798958,-1.018864,0.2803926,0,
17, 11, 0, 97.81326, 97.81326, 506.005, 3.402823E+38, 0, 40.39764, 11,72,Blaster,Basic,0.55,0.55,0.35,0.35,2.983281,3.881856,0.7943249,0.6895603,2.652641,3.496363,-4.133649,0.1872842,0,
18, 11, 0, 97.75739, 97.75739, 506.2913, 3.402823E+38, 0, 39.46114, 29,72,Basic,Basic,0.55,0.55,0.35,0.35,2.983281,3.881856,0.7943249,0.6895603,2.652641,3.496363,-4.133649,0.1872842,0,
19, 11, 0, 62.359, 62.359, 789.1538, 3.402823E+38, 0, 38.18288, 44,169,Blaster,Basic,0.55,0.55,0.35,0.35,6.049075,8.844826,0.7943249,0.6895603,4.942935,4.812649,1.753996,0.4295196,0,
20, 11, 0, 50.33806, 50.33806, 973.9363, 3.402823E+38, 0, 40.15723, 56,270,Basic,Laser,0.55,0.55,0.35,0.35,2.839545,3.760546,0.7943249,0.6895603,4.481213,4.518888,0.3992449,0.3471655,0,
21, 11, 0, 124.3076, 124.3076, 399.0181, 3.402823E+38, 0, 11.85257, 27,264,Fire,Blaster,0.55,0.55,0.35,0.35,0.03690678,2.457877,-3.074293,0.1059055,6.382564,5.803185,-2.949543,0.2155258,0,
22, 11, 0, 124.4967, 124.4967, 398.4169, 3.402823E+38, 0, 11.96481, 35,56,Fire,Blaster,0.55,0.55,0.35,0.35,0.03690678,2.457877,0.001249433,0.4745411,4.481213,4.518888,-3.145566,0.2103216,0,
23, 11, 0, 69.67989, 69.67989, 707.4147, 3.402823E+38, 0, 34.96719, 240,69,Blaster,Laser,0.55,0.55,0.35,0.35,2.445431,3.464102,0.6462163,0.6435077,6.156397,5.641265,1.262839,0.3974036,0,
24, 11, 0, 88.24713, 88.24713, 560.2421, 3.402823E+38, 0, 49.4162, 17,72,Basic,Basic,0.55,0.55,0.35,0.35,2.983281,3.881856,0.7943249,0.6895603,2.417454,3.382113,-4.133649,0.1872842,0,
25, 11, 0, 109.0864, 109.0864, 454.1885, 3.402823E+38, 0, 37.02917, 28,0,Ice,Basic,0.55,0.55,0.35,0.35,2.983281,3.881856,-5.909119,0.02587276,4.722796,4.670945,-5.010022,0.1707502,0,
26, 11, 0, 48.59397, 48.59397, 1008.187, 3.402823E+38, 0, 39.19043, 59,105,Blaster,Acid,0.55,0.55,0.35,0.35,-2.780481,2.113504,-1.656591,0.212838,4.549168,4.561286,1.49765,0.4124279,0,
27, 11, 0, 76.00449, 76.00449, 649.3128, 3.402823E+38, 0, 35.40916, 13,22,Fire,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,0.395394,0.5719985,4.500714,4.531025,-0.4280278,0.3059935,0,
28, 11, 0, 101.3302, 101.3302, 488.6144, 3.402823E+38, 0, 34.70866, 56,80,Ice,Blaster,0.55,0.55,0.35,0.35,5.141638,6.830658,3.13564,1.927593,4.481213,4.518888,0.1465895,0.3338989,0,
29, 11, 0, 103.5529, 103.5529, 478.2267, 3.402823E+38, 0, 19.10366, 44,190,Fire,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,-2.182695,0.1644184,9.027442,7.766373,5.296272,0.7406227,0,
30, 11, 0, 102.9828, 102.9828, 480.8488, 3.402823E+38, 0, 30.28817, 30,51,Ice,Basic,0.55,0.55,0.35,0.35,-0.9243214,2.285146,2.319805,1.370397,4.942935,4.812649,0.3544267,0.3447664,0,
31, 11, 0, 131.3079, 131.3079, 377.9064, 3.402823E+38, 0, 6.742714, 226,28,Laser,Basic,0.55,0.55,0.35,0.35,2.701471,3.650858,-5.909119,0.02587276,10.26152,8.652358,5.849002,0.8005514,0,
32, 11, 0, 102.6838, 102.6838, 482.2354, 3.402823E+38, 0, 18.00546, 233,89,Blaster,Basic,0.55,0.55,0.35,0.35,3.154397,4.036261,-5.560851,0.03077899,4.417482,4.479394,0.5955238,0.357909,0,
33, 11, 0, 117.2919, 117.2919, 422.6833, 3.402823E+38, 0, 17.98296, 257,16,Blaster,Laser,0.55,0.55,0.35,0.35,1.401448,2.889901,-6.927347,0.01556631,2.652641,3.496363,-5.316709,0.165709,0,
34, 11, 0, 112.6184, 112.6184, 440.0697, 3.402823E+38, 0, 46.10982, 163,29,Basic,Basic,0.55,0.55,0.35,0.35,-0.2504105,2.39758,-2.271269,0.1574078,2.526413,3.434548,1.49765,0.4124279,0,
35, 11, 0, 81.34998, 81.34998, 607.1647, 3.402823E+38, 0, 39.86774, 70,22,Blaster,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,-3.054241,0.1069612,4.500714,4.531025,-0.4280278,0.3059935,0,
36, 11, 0, 89.56522, 89.56522, 552.0883, 3.402823E+38, 0, 44.55545, 72,50,Ice,Ice,0.55,0.55,0.35,0.35,2.983281,3.881856,0.290812,0.5444434,3.367993,3.868367,0.5485445,0.3553022,0,
37, 11, 0, 39.77349, 39.77349, 1226.287, 3.402823E+38, 0, 36.83123, 222,69,Blaster,Blaster,0.55,0.55,0.35,0.35,0.03690678,2.457877,-0.723611,0.335107,6.678329,6.017667,-0.3275311,0.3106534,0,
38, 11, 0, 110.9337, 110.9337, 446.6928, 3.402823E+38, 0, 27.98324, 11,97,Basic,Acid,0.55,0.55,0.35,0.35,-2.629707,2.122348,2.319805,1.370397,6.998658,6.252891,-2.920457,0.2163172,0,
39, 11, 0, 86.43629, 86.43629, 571.8449, 3.402823E+38, 0, 25.78946, 19,2,Blaster,Shock,0.55,0.55,0.35,0.35,0.3379038,2.530663,1.897154,1.139087,7.1498,6.36474,-5.35125,0.1651634,0,
40, 11, 0, 88.09148, 88.09148, 561.2209, 3.402823E+38, 0, 20.85346, 54,187,Basic,Basic,0.55,0.55,0.35,0.35,-1.125004,2.258203,-0.5972662,0.3561811,8.861025,7.643287,2.829391,0.509268,0,
41, 11, 0, 93.43319, 93.43319, 529.4749, 3.402823E+38, 0, 19.59196, 210,35,Fire,Basic,0.55,0.55,0.35,0.35,-3.647473,2.073696,1.847277,1.114157,9.064289,7.79354,-4.159492,0.1867477,0,
42, 11, 0, 115.6571, 115.6571, 428.6064, 3.402823E+38, 0, 9.236299, 39,84,Fire,Basic,0.55,0.55,0.35,0.35,0.7505872,2.64912,-3.064226,0.1064342,9.122359,7.836289,5.267511,0.7375732,0,
43, 11, 0, 101.7971, 101.7971, 486.3952, 3.402823E+38, 0, 22.35154, 29,109,Blaster,Basic,0.55,0.55,0.35,0.35,-2.106809,2.158675,-1.738023,0.2045199,2.996635,3.670655,-2.191718,0.2378748,0,
44, 11, 0, 89.01274, 89.01274, 555.4769, 3.402823E+38, 0, 24.16208, 62,61,Basic,Basic,0.55,0.55,0.35,0.35,-1.887969,2.176893,-1.656591,0.212838,3.239722,3.798958,1.668574,0.4237435,0,
45, 11, 0, 125.88, 125.88, 394.0733, 3.402823E+38, 0, 13.13728, 60,48,Ice,Blaster,0.55,0.55,0.35,0.35,-0.2504105,2.39758,3.050642,1.862324,10.231,8.63118,-5.010022,0.1707502,0,
46, 11, 0, 109.2228, 109.2228, 453.6267, 3.402823E+38, 0, 41.26934, 50,173,Ice,Laser,0.55,0.55,0.35,0.35,-2.79729,2.112559,-7.082939,0.0144029,3.367993,3.868367,-2.191718,0.2378748,0,
47, 11, 0, 122.5545, 122.5545, 404.6797, 3.402823E+38, 0, 36.08109, 45,30,Blaster,Basic,0.55,0.55,0.35,0.35,0.9853311,2.727607,1.99865,1.191321,4.449233,4.499037,-0.2664384,0.3135311,0,
48, 11, 0, 80.56304, 80.56304, 613.0228, 3.402823E+38, 0, 33.48106, 31,69,Blaster,Basic,0.55,0.55,0.35,0.35,0.03690678,2.457877,0.6462163,0.6435077,6.156397,5.641265,-0.3275311,0.3106534,0,
49, 11, 0, 90.70248, 90.70248, 545.2415, 3.402823E+38, 0, 31.85932, 61,91,Blaster,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,-1.656591,0.212838,6.217644,5.684921,1.49765,0.4124279,0,
50, 11, 0, 127.2419, 127.2419, 389.8881, 3.402823E+38, 0, 32.49665, 280,27,Ice,Acid,0.55,0.55,0.35,0.35,-2.780481,2.113504,1.897154,1.139087,4.549168,4.561286,-2.497289,0.2284199,0,
51, 11, 0, 114.5978, 114.5978, 432.5341, 3.402823E+38, 0, 16.31033, 58,111,Blaster,Basic,0.55,0.55,0.35,0.35,-2.059837,2.162421,-0.621543,0.3520351,10.30349,8.681407,0.7146735,0.3646209,0,
52, 11, 0, 98.57599, 98.57599, 502.1291, 3.402823E+38, 0, 19.83708, 67,12,Basic,Basic,0.55,0.55,0.35,0.35,0.3379038,2.530663,2.712544,1.619585,9.027442,7.766373,0.3544267,0.3447664,0,
53, 11, 0, 112.0592, 112.0592, 442.2462, 3.402823E+38, 0, 9.295622, 41,67,Blaster,Basic,0.55,0.55,0.35,0.35,2.270572,3.348142,-3.211402,0.0989579,10.30349,8.681407,-2.949543,0.2155258,0,
54, 11, 0, 128.187, 128.187, 387.0359, 3.402823E+38, 0, 8.456615, 263,226,Laser,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,-0.1037405,0.451368,9.027442,7.766373,5.849002,0.8005514,0,
55, 11, 0, 103.0953, 103.0953, 480.3293, 3.402823E+38, 0, 19.97614, 25,224,Acid,Laser,0.55,0.55,0.35,0.35,-0.2609239,2.395528,-3.50618,0.0855125,3.731782,4.071564,5.296272,0.7406227,0,
56, 11, 0, 128.2711, 128.2711, 386.784, 3.402823E+38, 0, 37.9144, 17,59,Blaster,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,-1.656591,0.212838,3.239722,3.798958,3.008172,0.5238026,0,
57, 11, 0, 84.81283, 84.81283, 582.6635, 3.402823E+38, 0, 43.34566, 15,61,Blaster,Acid,0.55,0.55,0.35,0.35,-0.2504105,2.39758,-1.656591,0.212838,3.878571,4.156178,-2.435358,0.2302862,0,
58, 11, 0, 126.2976, 126.2976, 392.7803, 3.402823E+38, 0, 51.50835, 50,72,Ice,Basic,0.55,0.55,0.35,0.35,2.983281,3.881856,0.7943249,0.6895603,0.4799907,2.588664,-4.133649,0.1872842,0,
59, 11, 0, 90.35701, 90.35701, 547.3034, 3.402823E+38, 0, 33.62364, 18,23,Blaster,Fire,0.55,0.55,0.35,0.35,-3.50082,2.079285,-2.300964,0.1551239,4.417482,4.479394,5.296272,0.7406227,0,
60, 11, 0, 111.128, 111.128, 445.9188, 3.402823E+38, 0, 16.23112, 17,24,Shock,Acid,0.55,0.55,0.35,0.35,-1.723409,2.191947,3.567082,2.285602,10.30349,8.681407,5.296272,0.7406227,0,
61, 11, 0, 83.83637, 83.83637, 589.3699, 3.402823E+38, 0, 18.77036, 70,58,Blaster,Basic,0.55,0.55,0.35,0.35,-0.2504105,2.39758,0.7943249,0.6895603,10.69738,8.949707,-1.018864,0.2803926,0,
62, 11, 0, 94.46513, 94.46513, 523.7514, 3.402823E+38, 0, 22.85473, 67,70,Basic,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,-1.656591,0.212838,3.239722,3.798958,-1.018864,0.2803926,0,
63, 11, 0, 93.70348, 93.70348, 527.9637, 3.402823E+38, 0, 24.04823, 263,10,Acid,Ice,0.55,0.55,0.35,0.35,1.401448,2.889901,0.6698145,0.6506485,2.652641,3.496363,-1.336566,0.2678357,0,
64, 11, 0, 127.9432, 127.9432, 387.7677, 3.402823E+38, 0, 13.80024, 60,245,Fire,Laser,0.55,0.55,0.35,0.35,2.983281,3.881856,4.217947,2.908981,4.722796,4.670945,-0.4280278,0.3059935,0,
65, 11, 0, 115.2635, 115.2635, 430.0578, 3.402823E+38, 0, 16.54799, 243,60,Ice,Basic,0.55,0.55,0.35,0.35,2.983281,3.881856,0.7943249,0.6895603,4.722796,4.670945,-5.010022,0.1707502,0,
66, 11, 0, 74.27522, 74.27522, 664.2292, 3.402823E+38, 0, 25.09322, 44,69,Blaster,Blaster,0.55,0.55,0.35,0.35,-2.780481,2.113504,2.319805,1.370397,4.31802,4.418284,0.3544267,0.3447664,0,
67, 11, 0, 76.41965, 76.41965, 645.8309, 3.402823E+38, 0, 25.79524, 43,55,Basic,Basic,0.55,0.55,0.35,0.35,-4.404651,2.050516,-3.01388,0.1091179,11.4592,9.443951,-6.539384,0.1488482,0,
68, 11, 0, 109.7327, 109.7327, 451.5378, 3.402823E+38, 0, 23.03083, 116,13,Fire,Basic,0.55,0.55,0.35,0.35,1.63782,2.997089,2.059959,1.223867,9.027442,7.766373,5.296272,0.7406227,0,
69, 11, 0, 111.1426, 111.1426, 445.8608, 3.402823E+38, 0, 28.66622, 263,276,Ice,Ice,0.55,0.55,0.35,0.35,0.03690678,2.457877,-0.2613901,0.4185872,7.024192,6.271751,-0.7369379,0.2922329,0,
70, 11, 0, 114.4081, 114.4081, 433.245, 3.402823E+38, 0, 44.78849, 194,50,Blaster,Ice,0.55,0.55,0.35,0.35,5.490496,7.546965,2.362347,1.395748,3.367993,3.868367,0.5485445,0.3553022,0,
71, 11, 0, 128.3207, 128.3207, 386.6358, 3.402823E+38, 0, 30.82172, 68,22,Shock,Shock,0.55,0.55,0.35,0.35,-2.780481,2.113504,0.395394,0.5719985,4.500714,4.531025,-0.4280278,0.3059935,0,
72, 11, 0, 112.7309, 112.7309, 439.6343, 3.402823E+38, 0, 27.75199, 47,51,Fire,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,-5.909119,0.02587276,4.942935,4.812649,0.3544267,0.3447664,0,
73, 11, 0, 127.7519, 127.7519, 388.3439, 3.402823E+38, 0, 30.95548, 72,58,Basic,Basic,0.55,0.55,0.35,0.35,2.983281,3.881856,0.7943249,0.6895603,2.652641,3.496363,-5.010022,0.1707502,0,
74, 11, 0, 80.20789, 80.20789, 615.7037, 3.402823E+38, 0, 25.58538, 54,135,Basic,Shock,0.55,0.55,0.35,0.35,-1.284114,2.238646,-0.1037405,0.451368,6.156397,5.641265,0.9767225,0.379898,0,
75, 11, 0, 110.3227, 110.3227, 449.1445, 3.402823E+38, 0, 19.93932, 72,39,Basic,Basic,0.55,0.55,0.35,0.35,2.983281,3.881856,0.7943249,0.6895603,2.455757,3.400449,2.666203,0.4963199,0,
76, 11, 0, 103.7289, 103.7289, 477.423, 3.402823E+38, 0, 13.61564, 263,36,Blaster,Basic,0.55,0.55,0.35,0.35,2.967453,3.868129,-1.768739,0.2014656,7.024192,6.271751,3.064893,0.52849,0,
77, 11, 0, 104.1843, 104.1843, 475.3563, 3.402823E+38, 0, 18.01562, 35,9,Blaster,Ice,0.55,0.55,0.35,0.35,-4.333386,2.052344,1.897154,1.139087,4.601589,4.594194,-0.2664384,0.3135311,0,
78, 11, 0, 125.4471, 125.4471, 395.4223, 3.402823E+38, 0, 30.18668, 250,37,Basic,Basic,0.55,0.55,0.35,0.35,-4.404651,2.050516,-2.394629,0.1481317,5.345592,5.079172,2.516202,0.4846863,0,
79, 11, 0, 124.4045, 124.4045, 398.7097, 3.402823E+38, 0, 25.85687, 193,38,Basic,Blaster,0.55,0.55,0.35,0.35,-4.404651,2.050516,0.8738623,0.715534,6.969625,6.231464,7.391987,0.9779372,0,
80, 11, 0, 92.73282, 92.73282, 533.4311, 3.402823E+38, 0, 22.4607, 58,203,Acid,Basic,0.55,0.55,0.35,0.35,-0.2504105,2.39758,0.7943249,0.6895603,10.231,8.63118,-5.316709,0.165709,0,
81, 11, 0, 127.9385, 127.9385, 387.7817, 3.402823E+38, 0, 39.94916, 230,20,Acid,Blaster,0.55,0.55,0.35,0.35,3.877278,4.822736,1.07303,0.7845798,3.014977,3.680187,0.07226491,0.3301144,0,
82, 11, 0, 110.5502, 110.5502, 448.2286, 3.402823E+38, 0, 14.14962, 245,261,Fire,Shock,0.55,0.55,0.35,0.35,1.343524,2.865377,3.7384,2.440135,12.22817,9.905499,-0.3275311,0.3106534,0,
83, 11, 0, 82.60728, 82.60728, 598.034, 3.402823E+38, 0, 31.48763, 37,58,Basic,Basic,0.55,0.55,0.35,0.35,-0.2504105,2.39758,0.7943249,0.6895603,5.345592,5.079172,-5.010022,0.1707502,0,
84, 11, 0, 93.72031, 93.72031, 527.8699, 3.402823E+38, 0, 31.90216, 62,71,Ice,Basic,0.55,0.55,0.35,0.35,6.493682,10.00333,1.035277,0.7710401,4.88275,4.773617,5.296272,0.7406227,0,
85, 11, 0, 71.95051, 71.95051, 685.3962, 3.402823E+38, 0, 51.17262, 78,29,Blaster,Blaster,0.55,0.55,0.35,0.35,3.19826,4.07766,2.54056,1.506234,2.526413,3.434548,1.49765,0.4124279,0,
